datetime,from_institution,to_institution,amount,transaction_type
2025-10-10 14:59:00,INST0095,INST0491,3.55,settlement
2025-10-10 20:37:00,INST0229,INST0134,164.94,repo
2025-10-10 16:16:00,INST0004,INST0099,144.65,settlement
2025-10-10 07:59:00,INST0252,INST0448,1.59,payment
2025-10-10 10:33:00,INST0245,INST0455,1.77,payment
2025-10-10 23:21:00,INST0452,INST0253,5.34,repo
2025-10-10 02:54:00,INST0072,INST0084,1.04,settlement
2025-10-10 23:58:00,INST0350,INST0455,9.35,settlement
2025-10-10 00:40:00,INST0024,INST0018,3.16,collateral
2025-10-10 04:59:00,INST0077,INST0110,0.29,collateral
2025-10-10 21:52:00,INST0025,INST0097,1.96,settlement
2025-10-10 17:19:00,INST0280,INST0246,0.62,settlement
2025-10-10 11:53:00,INST0191,INST0471,4.81,settlement
2025-10-10 04:06:00,INST0017,INST0407,1.73,payment
2025-10-10 07:34:00,INST0161,INST0340,6.04,repo
2025-10-10 13:36:00,INST0102,INST0207,15.87,repo
2025-10-10 13:55:00,INST0144,INST0328,169.69,settlement
2025-10-10 23:39:00,INST0174,INST0260,0.47,repo
2025-10-10 02:38:00,INST0472,INST0156,27.89,derivative
2025-10-10 22:56:00,INST0296,INST0246,9.21,derivative
2025-10-10 07:45:00,INST0165,INST0437,16.52,payment
2025-10-10 09:51:00,INST0330,INST0459,5.85,collateral
2025-10-10 07:44:00,INST0162,INST0372,35.86,collateral
2025-10-10 15:31:00,INST0083,INST0306,0.49,repo
2025-10-10 18:19:00,INST0098,INST0252,75.25,collateral
2025-10-10 17:13:00,INST0447,INST0455,1.71,settlement
2025-10-10 16:42:00,INST0046,INST0258,2.15,derivative
2025-10-10 13:25:00,INST0202,INST0056,0.76,repo
2025-10-10 05:50:00,INST0118,INST0125,0.54,collateral
2025-10-10 19:05:00,INST0263,INST0415,52.82,payment
2025-10-10 23:07:00,INST0050,INST0174,12.37,collateral
2025-10-10 09:38:00,INST0195,INST0262,47.22,settlement
2025-10-10 00:48:00,INST0407,INST0238,9.84,repo
2025-10-10 21:36:00,INST0183,INST0347,6.85,collateral
2025-10-10 01:55:00,INST0059,INST0037,3.32,collateral
2025-10-10 15:25:00,INST0220,INST0191,9.42,collateral
2025-10-10 13:30:00,INST0181,INST0049,0.49,settlement
2025-10-10 19:57:00,INST0351,INST0328,16.04,collateral
2025-10-10 07:22:00,INST0009,INST0235,5.51,collateral
2025-10-10 07:16:00,INST0052,INST0103,12.29,derivative
2025-10-10 05:52:00,INST0480,INST0188,12.81,repo
2025-10-10 09:42:00,INST0290,INST0111,17.67,settlement
2025-10-10 10:06:00,INST0308,INST0167,17.15,repo
2025-10-10 04:09:00,INST0172,INST0355,7.02,derivative
2025-10-10 01:38:00,INST0361,INST0488,10.25,settlement
2025-10-10 12:02:00,INST0422,INST0154,11.72,repo
2025-10-10 14:26:00,INST0176,INST0291,22.57,repo
2025-10-10 21:48:00,INST0379,INST0420,2.19,collateral
2025-10-10 08:36:00,INST0222,INST0043,0.47,settlement
2025-10-10 07:49:00,INST0469,INST0281,34.57,settlement
2025-10-10 03:19:00,INST0472,INST0153,54.73,collateral
2025-10-10 12:37:00,INST0196,INST0249,32.69,derivative
2025-10-10 16:37:00,INST0375,INST0379,27.05,settlement
2025-10-10 19:06:00,INST0077,INST0191,0.27,settlement
2025-10-10 07:59:00,INST0414,INST0147,6.33,derivative
2025-10-10 10:40:00,INST0243,INST0490,2.06,settlement
2025-10-10 19:03:00,INST0334,INST0337,337.08,settlement
2025-10-10 02:48:00,INST0266,INST0479,0.78,settlement
2025-10-10 22:42:00,INST0376,INST0042,2.76,repo
2025-10-10 22:16:00,INST0264,INST0216,5.94,repo
2025-10-10 14:33:00,INST0454,INST0423,11.28,collateral
2025-10-10 14:12:00,INST0224,INST0427,3.59,derivative
2025-10-10 02:34:00,INST0068,INST0002,12.01,repo
2025-10-10 12:39:00,INST0045,INST0500,7.0,payment
2025-10-10 21:35:00,INST0130,INST0129,234.12,payment
2025-10-10 15:42:00,INST0074,INST0202,1.17,derivative
2025-10-10 21:03:00,INST0043,INST0259,11.7,repo
2025-10-10 07:46:00,INST0366,INST0059,5.5,collateral
2025-10-10 08:52:00,INST0293,INST0285,1.73,repo
2025-10-10 02:36:00,INST0011,INST0180,0.94,collateral
2025-10-10 18:19:00,INST0034,INST0299,0.19,derivative
2025-10-10 17:40:00,INST0368,INST0455,1.07,derivative
2025-10-10 03:58:00,INST0164,INST0337,0.8,payment
2025-10-10 12:05:00,INST0247,INST0148,4.22,settlement
2025-10-10 14:19:00,INST0160,INST0068,35.88,settlement
2025-10-10 02:10:00,INST0015,INST0152,3.71,collateral
2025-10-10 21:21:00,INST0428,INST0086,7.25,derivative
2025-10-10 18:41:00,INST0437,INST0432,3.69,derivative
2025-10-10 20:29:00,INST0398,INST0466,41.3,settlement
2025-10-10 01:47:00,INST0016,INST0287,0.37,payment
2025-10-10 21:17:00,INST0121,INST0177,2.45,repo
2025-10-10 17:36:00,INST0115,INST0466,16.51,payment
2025-10-10 09:41:00,INST0060,INST0019,4.65,payment
2025-10-10 08:25:00,INST0445,INST0299,0.95,settlement
2025-10-10 04:34:00,INST0019,INST0428,48.26,payment
2025-10-10 21:41:00,INST0321,INST0184,3.38,collateral
2025-10-10 05:25:00,INST0292,INST0295,16.53,repo
2025-10-10 03:41:00,INST0397,INST0447,246.96,settlement
2025-10-10 02:00:00,INST0172,INST0027,7.45,derivative
2025-10-10 14:53:00,INST0284,INST0223,7.34,repo
2025-10-10 23:37:00,INST0028,INST0138,1.53,settlement
2025-10-10 19:01:00,INST0184,INST0423,17.55,repo
2025-10-10 08:42:00,INST0498,INST0110,1.91,collateral
2025-10-10 08:09:00,INST0024,INST0426,2.54,repo
2025-10-10 05:14:00,INST0382,INST0335,18.06,derivative
2025-10-10 16:17:00,INST0437,INST0185,0.94,derivative
2025-10-10 15:25:00,INST0414,INST0273,8.58,derivative
2025-10-10 17:45:00,INST0486,INST0319,9.57,payment
2025-10-10 16:44:00,INST0410,INST0215,2.11,collateral
2025-10-10 05:05:00,INST0478,INST0145,1.41,payment
2025-10-10 18:24:00,INST0077,INST0122,66.9,collateral
2025-10-10 20:13:00,INST0018,INST0180,306.7,derivative
2025-10-10 22:25:00,INST0388,INST0256,9.23,payment
2025-10-10 07:21:00,INST0075,INST0238,55.81,settlement
2025-10-10 22:50:00,INST0072,INST0201,3.55,collateral
2025-10-10 03:15:00,INST0108,INST0196,0.84,payment
2025-10-10 17:30:00,INST0434,INST0489,7.89,derivative
2025-10-10 15:06:00,INST0030,INST0363,31.11,collateral
2025-10-10 05:53:00,INST0459,INST0433,2.48,repo
2025-10-10 15:46:00,INST0318,INST0260,2.63,collateral
2025-10-10 16:31:00,INST0192,INST0470,17.4,collateral
2025-10-10 18:27:00,INST0494,INST0023,3.43,payment
2025-10-10 08:24:00,INST0131,INST0211,4.78,payment
2025-10-10 16:15:00,INST0294,INST0313,76.35,collateral
2025-10-10 20:22:00,INST0413,INST0406,25.46,derivative
2025-10-10 03:27:00,INST0208,INST0370,12.37,payment
2025-10-10 10:35:00,INST0413,INST0217,5.84,derivative
2025-10-10 14:50:00,INST0471,INST0390,0.95,repo
2025-10-10 10:14:00,INST0226,INST0270,33.7,derivative
2025-10-10 19:28:00,INST0376,INST0071,2.44,collateral
2025-10-10 19:13:00,INST0393,INST0173,0.16,settlement
2025-10-10 02:55:00,INST0022,INST0117,0.97,repo
2025-10-10 06:08:00,INST0314,INST0293,70.98,derivative
2025-10-10 07:50:00,INST0194,INST0375,1.58,payment
2025-10-10 03:40:00,INST0278,INST0474,41.76,repo
2025-10-10 20:50:00,INST0191,INST0370,0.34,repo
2025-10-10 12:34:00,INST0147,INST0068,1.83,settlement
2025-10-10 00:43:00,INST0103,INST0231,9.77,derivative
2025-10-10 14:04:00,INST0112,INST0232,2.05,payment
2025-10-10 17:56:00,INST0282,INST0222,6.48,collateral
2025-10-10 09:25:00,INST0279,INST0011,1.58,repo
2025-10-10 01:16:00,INST0401,INST0060,2.81,settlement
2025-10-10 09:20:00,INST0429,INST0212,7.36,collateral
2025-10-10 12:14:00,INST0194,INST0163,2.87,repo
2025-10-10 12:12:00,INST0354,INST0198,55.55,settlement
2025-10-10 21:48:00,INST0500,INST0362,65.78,derivative
2025-10-10 04:50:00,INST0059,INST0107,0.17,derivative
2025-10-10 05:13:00,INST0338,INST0416,5.94,settlement
2025-10-10 05:06:00,INST0441,INST0030,98.17,collateral
2025-10-10 19:47:00,INST0030,INST0119,4.85,repo
2025-10-10 17:52:00,INST0498,INST0496,41.4,derivative
2025-10-10 09:41:00,INST0096,INST0463,13.37,payment
2025-10-10 22:47:00,INST0276,INST0229,39.82,derivative
2025-10-10 02:11:00,INST0111,INST0256,0.79,payment
2025-10-10 14:53:00,INST0119,INST0103,4.74,collateral
2025-10-10 23:31:00,INST0360,INST0292,5.16,settlement
2025-10-10 19:00:00,INST0323,INST0242,15.77,collateral
2025-10-10 04:37:00,INST0042,INST0092,4.23,derivative
2025-10-10 04:39:00,INST0427,INST0349,19.46,derivative
2025-10-10 02:14:00,INST0080,INST0455,3.33,payment
2025-10-10 23:18:00,INST0108,INST0228,22.2,payment
2025-10-10 08:45:00,INST0165,INST0453,14.75,repo
2025-10-10 10:03:00,INST0004,INST0339,0.19,derivative
2025-10-10 22:18:00,INST0474,INST0371,76.94,repo
2025-10-10 02:14:00,INST0309,INST0327,3.9,payment
2025-10-10 04:12:00,INST0310,INST0080,1.04,derivative
2025-10-10 13:47:00,INST0448,INST0211,9.91,derivative
2025-10-10 17:53:00,INST0160,INST0320,22.44,settlement
2025-10-10 17:14:00,INST0076,INST0396,7.68,repo
2025-10-10 00:44:00,INST0045,INST0123,7.65,derivative
2025-10-10 07:35:00,INST0010,INST0366,15.15,settlement
2025-10-10 13:47:00,INST0102,INST0426,26.43,settlement
2025-10-10 22:25:00,INST0234,INST0383,12.05,settlement
2025-10-10 09:31:00,INST0036,INST0154,218.43,payment
2025-10-10 19:18:00,INST0345,INST0212,5.56,payment
2025-10-10 02:57:00,INST0454,INST0187,1.08,repo
2025-10-10 17:06:00,INST0343,INST0369,0.62,collateral
2025-10-10 00:25:00,INST0259,INST0057,12.6,payment
2025-10-10 19:18:00,INST0359,INST0490,23.7,derivative
2025-10-10 18:11:00,INST0339,INST0460,10.96,settlement
2025-10-10 02:47:00,INST0085,INST0477,11.42,settlement
2025-10-10 18:45:00,INST0318,INST0252,0.6,derivative
2025-10-10 22:43:00,INST0467,INST0446,62.96,collateral
2025-10-10 20:41:00,INST0268,INST0298,2.12,settlement
2025-10-10 01:43:00,INST0076,INST0022,3.61,payment
2025-10-10 22:04:00,INST0287,INST0307,24.52,derivative
2025-10-10 05:14:00,INST0471,INST0004,3.65,repo
2025-10-10 20:57:00,INST0076,INST0373,13.09,settlement
2025-10-10 09:47:00,INST0452,INST0435,9.75,repo
2025-10-10 01:05:00,INST0226,INST0266,7.64,settlement
2025-10-10 08:07:00,INST0320,INST0456,28.79,collateral
2025-10-10 06:19:00,INST0004,INST0261,17.12,derivative
2025-10-10 08:09:00,INST0390,INST0482,3.23,collateral
2025-10-10 09:08:00,INST0174,INST0128,8.3,repo
2025-10-10 02:51:00,INST0137,INST0307,24.88,collateral
2025-10-10 17:16:00,INST0254,INST0257,3.79,collateral
2025-10-10 01:09:00,INST0244,INST0384,2.67,repo
2025-10-10 16:42:00,INST0111,INST0299,2.57,settlement
2025-10-10 01:38:00,INST0328,INST0098,25.52,payment
2025-10-10 02:38:00,INST0034,INST0192,57.63,repo
2025-10-10 09:41:00,INST0444,INST0048,84.77,payment
2025-10-10 14:49:00,INST0123,INST0379,45.47,derivative
2025-10-10 07:19:00,INST0296,INST0361,11.91,settlement
2025-10-10 21:47:00,INST0461,INST0047,10.24,payment
2025-10-10 04:22:00,INST0443,INST0079,6.34,collateral
2025-10-10 21:24:00,INST0024,INST0165,2.23,derivative
2025-10-10 12:48:00,INST0105,INST0055,1.23,payment
2025-10-10 09:18:00,INST0081,INST0217,11.76,derivative
2025-10-10 14:50:00,INST0459,INST0034,6.49,derivative
2025-10-10 21:58:00,INST0402,INST0240,2.92,repo
2025-10-10 02:44:00,INST0277,INST0313,17.87,repo
2025-10-10 20:34:00,INST0241,INST0475,117.84,repo
2025-10-10 18:26:00,INST0225,INST0360,68.87,settlement
2025-10-10 09:10:00,INST0065,INST0371,22.37,payment
2025-10-10 11:50:00,INST0394,INST0301,121.65,repo
2025-10-10 01:05:00,INST0364,INST0280,8.86,payment
2025-10-10 02:03:00,INST0353,INST0495,0.56,collateral
2025-10-10 23:09:00,INST0370,INST0015,66.64,derivative
2025-10-10 20:11:00,INST0177,INST0472,5.15,derivative
2025-10-10 11:06:00,INST0109,INST0025,0.2,repo
2025-10-10 17:10:00,INST0060,INST0246,7.11,repo
2025-10-10 03:20:00,INST0433,INST0430,9.94,collateral
2025-10-10 16:01:00,INST0455,INST0078,14.25,derivative
2025-10-10 13:01:00,INST0022,INST0159,63.96,derivative
2025-10-10 13:36:00,INST0422,INST0187,56.3,collateral
2025-10-10 16:19:00,INST0013,INST0192,39.06,payment
2025-10-10 21:05:00,INST0301,INST0380,2.58,collateral
2025-10-10 08:08:00,INST0244,INST0384,58.17,payment
2025-10-10 15:13:00,INST0414,INST0026,24.03,collateral
2025-10-10 14:35:00,INST0430,INST0012,25.59,derivative
2025-10-10 10:59:00,INST0279,INST0421,31.37,repo
2025-10-10 05:10:00,INST0065,INST0198,48.49,settlement
2025-10-10 08:18:00,INST0447,INST0384,7.61,derivative
2025-10-10 21:12:00,INST0060,INST0120,9.97,settlement
2025-10-10 05:43:00,INST0165,INST0283,4.24,payment
2025-10-10 06:30:00,INST0473,INST0038,4.38,payment
2025-10-10 00:09:00,INST0384,INST0245,12.97,payment
2025-10-10 10:34:00,INST0123,INST0423,11.15,settlement
2025-10-10 00:27:00,INST0072,INST0102,16.46,collateral
2025-10-10 21:05:00,INST0090,INST0240,11.86,collateral
2025-10-10 15:57:00,INST0380,INST0416,26.46,collateral
2025-10-10 16:12:00,INST0028,INST0458,17.38,derivative
2025-10-10 01:16:00,INST0086,INST0260,154.65,repo
2025-10-10 09:14:00,INST0050,INST0195,21.82,payment
2025-10-10 07:51:00,INST0175,INST0430,1.71,collateral
2025-10-10 03:45:00,INST0366,INST0156,16.74,derivative
2025-10-10 18:09:00,INST0386,INST0332,6.25,derivative
2025-10-10 21:20:00,INST0431,INST0158,2.12,collateral
2025-10-10 20:26:00,INST0232,INST0374,50.59,collateral
2025-10-10 06:14:00,INST0321,INST0152,1.5,settlement
2025-10-10 06:57:00,INST0029,INST0140,25.59,payment
2025-10-10 17:49:00,INST0451,INST0023,20.79,collateral
2025-10-10 11:42:00,INST0042,INST0257,27.59,payment
2025-10-10 10:00:00,INST0263,INST0180,7.01,settlement
2025-10-10 04:38:00,INST0438,INST0448,1.81,repo
2025-10-10 21:02:00,INST0078,INST0185,5.41,derivative
2025-10-10 19:17:00,INST0376,INST0384,2.5,derivative
2025-10-10 20:54:00,INST0314,INST0033,2.17,derivative
2025-10-10 14:59:00,INST0393,INST0129,16.25,settlement
2025-10-10 02:11:00,INST0101,INST0122,3.61,settlement
2025-10-10 06:44:00,INST0417,INST0428,11.93,derivative
2025-10-10 10:25:00,INST0272,INST0196,11.17,collateral
2025-10-10 21:03:00,INST0398,INST0283,0.38,collateral
2025-10-10 00:40:00,INST0439,INST0081,17.29,settlement
2025-10-10 06:34:00,INST0273,INST0010,23.18,collateral
2025-10-10 21:43:00,INST0362,INST0153,92.23,repo
2025-10-10 14:38:00,INST0296,INST0449,30.69,settlement
2025-10-10 05:49:00,INST0190,INST0034,7.18,settlement
2025-10-10 10:04:00,INST0381,INST0144,1.84,repo
2025-10-10 19:06:00,INST0280,INST0097,6.79,collateral
2025-10-10 20:10:00,INST0131,INST0223,2.34,payment
2025-10-10 01:46:00,INST0023,INST0059,91.23,collateral
2025-10-10 07:17:00,INST0233,INST0302,53.63,derivative
2025-10-10 14:50:00,INST0010,INST0003,74.08,repo
2025-10-10 20:03:00,INST0039,INST0411,2.68,repo
2025-10-10 17:46:00,INST0052,INST0377,2.03,payment
2025-10-10 03:54:00,INST0412,INST0376,8.74,settlement
2025-10-10 09:53:00,INST0476,INST0226,45.28,settlement
2025-10-10 13:12:00,INST0311,INST0372,45.25,derivative
2025-10-10 11:14:00,INST0090,INST0049,2.37,collateral
2025-10-10 19:50:00,INST0334,INST0390,2.55,settlement
2025-10-10 06:06:00,INST0238,INST0443,13.53,collateral
2024-11-14 12:06:00,INST0168,INST0068,5.32,derivative
2024-11-14 08:01:00,INST0408,INST0095,16.93,settlement
2024-11-14 01:08:00,INST0329,INST0344,22.24,payment
2024-11-14 15:53:00,INST0161,INST0294,6.9,settlement
2024-11-14 02:34:00,INST0363,INST0172,5.53,derivative
2024-11-14 20:02:00,INST0117,INST0176,10.29,payment
2024-11-14 15:47:00,INST0095,INST0075,11.63,derivative
2024-11-14 18:31:00,INST0137,INST0007,0.91,derivative
2024-11-14 22:33:00,INST0191,INST0331,131.13,repo
2024-11-14 07:22:00,INST0370,INST0134,2.16,settlement
2024-11-14 21:02:00,INST0042,INST0322,25.2,derivative
2024-11-14 13:19:00,INST0363,INST0428,14.38,settlement
2024-11-14 18:08:00,INST0093,INST0057,62.13,collateral
2024-11-14 09:04:00,INST0447,INST0273,9.42,derivative
2024-11-14 22:17:00,INST0199,INST0370,4.3,settlement
2024-11-14 14:41:00,INST0449,INST0147,5.8,repo
2024-11-14 15:41:00,INST0303,INST0477,4.74,settlement
2024-11-14 23:54:00,INST0319,INST0214,24.39,derivative
2024-11-14 00:22:00,INST0102,INST0317,9.5,settlement
2024-11-14 11:47:00,INST0189,INST0425,15.2,payment
2024-11-14 08:52:00,INST0333,INST0239,60.34,payment
2024-11-14 23:47:00,INST0182,INST0445,3.06,settlement
2024-11-14 07:16:00,INST0119,INST0006,16.13,collateral
2024-11-14 03:23:00,INST0320,INST0140,0.64,derivative
2024-11-14 16:53:00,INST0463,INST0291,27.8,derivative
2024-11-14 16:30:00,INST0074,INST0354,1.24,repo
2024-11-14 06:07:00,INST0113,INST0123,9.54,repo
2024-11-14 04:38:00,INST0500,INST0135,9.48,payment
2024-11-14 01:34:00,INST0011,INST0117,4.29,payment
2024-11-14 07:38:00,INST0055,INST0405,197.0,payment
2024-11-14 20:19:00,INST0047,INST0036,5.06,payment
2024-11-14 11:36:00,INST0007,INST0252,2.92,collateral
2024-11-14 05:04:00,INST0240,INST0276,1.63,repo
2024-11-14 08:32:00,INST0437,INST0214,11.44,settlement
2024-11-14 07:03:00,INST0157,INST0379,38.6,collateral
2024-11-14 08:59:00,INST0171,INST0110,13.69,collateral
2024-11-14 10:57:00,INST0386,INST0325,3.09,repo
2024-11-14 04:57:00,INST0182,INST0011,36.78,derivative
2024-11-14 16:40:00,INST0118,INST0284,47.22,settlement
2024-11-14 12:05:00,INST0274,INST0286,3.61,payment
2024-11-14 20:05:00,INST0120,INST0486,7.75,repo
2024-11-14 21:32:00,INST0298,INST0453,13.21,collateral
2024-11-14 15:14:00,INST0275,INST0439,147.53,payment
2024-11-14 15:07:00,INST0406,INST0426,9.94,settlement
2024-11-14 11:21:00,INST0158,INST0195,4.53,settlement
2024-11-14 09:27:00,INST0151,INST0073,87.14,derivative
2024-11-14 06:48:00,INST0418,INST0267,103.52,repo
2024-11-14 14:11:00,INST0467,INST0324,5.48,derivative
2024-11-14 06:33:00,INST0027,INST0108,4.9,settlement
2024-11-14 04:30:00,INST0115,INST0392,3.18,settlement
2024-11-14 08:15:00,INST0032,INST0160,0.57,derivative
2024-11-14 15:44:00,INST0449,INST0452,7.54,settlement
2024-11-14 12:22:00,INST0150,INST0015,2.39,settlement
2024-11-14 19:11:00,INST0176,INST0282,14.46,collateral
2024-11-14 01:10:00,INST0135,INST0188,2.3,derivative
2024-11-14 03:01:00,INST0121,INST0370,3.98,settlement
2024-11-14 11:41:00,INST0260,INST0051,79.6,derivative
2024-11-14 23:01:00,INST0144,INST0370,24.02,derivative
2024-11-14 08:15:00,INST0419,INST0167,26.27,payment
2024-11-14 22:11:00,INST0338,INST0265,1.79,derivative
2024-11-14 20:49:00,INST0243,INST0116,6.61,repo
2024-11-14 01:37:00,INST0429,INST0137,92.16,derivative
2024-11-14 15:05:00,INST0294,INST0133,1.97,collateral
2024-11-14 23:12:00,INST0274,INST0445,40.44,payment
2024-11-14 09:48:00,INST0424,INST0445,21.0,settlement
2024-11-14 02:46:00,INST0020,INST0209,8.32,settlement
2024-11-14 03:14:00,INST0146,INST0497,3.28,repo
2024-11-14 14:12:00,INST0111,INST0180,62.03,collateral
2024-11-14 15:03:00,INST0408,INST0371,7.39,settlement
2024-11-14 10:22:00,INST0087,INST0442,2.5,collateral
2024-11-14 06:18:00,INST0387,INST0421,3.16,repo
2024-11-14 08:07:00,INST0323,INST0282,4.4,payment
2024-11-14 14:29:00,INST0438,INST0450,32.66,collateral
2024-11-14 01:47:00,INST0341,INST0057,3.44,derivative
2024-11-14 18:08:00,INST0231,INST0469,2.6,collateral
2024-11-14 19:53:00,INST0074,INST0385,2.69,settlement
2024-11-14 04:34:00,INST0220,INST0213,5.15,collateral
2024-11-14 20:16:00,INST0325,INST0188,2.61,payment
2024-11-14 16:48:00,INST0055,INST0304,14.9,payment
2024-11-14 14:17:00,INST0432,INST0472,71.4,settlement
2024-11-14 08:23:00,INST0163,INST0337,5.36,repo
2024-11-14 20:48:00,INST0211,INST0179,4.08,derivative
2024-11-14 00:31:00,INST0310,INST0077,0.33,collateral
2024-11-14 07:30:00,INST0220,INST0446,18.7,settlement
2024-11-14 13:18:00,INST0426,INST0354,13.73,settlement
2024-11-14 11:48:00,INST0434,INST0397,15.72,settlement
2024-11-14 03:11:00,INST0486,INST0119,4.97,repo
2024-11-14 07:03:00,INST0051,INST0150,10.5,repo
2024-11-14 19:21:00,INST0256,INST0031,6.63,payment
2024-11-14 08:10:00,INST0272,INST0106,0.22,payment
2024-11-14 12:13:00,INST0395,INST0385,0.46,derivative
2024-11-14 01:11:00,INST0077,INST0123,1.72,payment
2024-11-14 15:18:00,INST0207,INST0184,21.37,collateral
2024-11-14 19:12:00,INST0245,INST0136,4.86,collateral
2024-11-14 07:20:00,INST0203,INST0202,8.51,repo
2024-11-14 12:01:00,INST0485,INST0074,16.06,payment
2024-11-14 01:10:00,INST0267,INST0127,4.0,collateral
2024-11-14 18:29:00,INST0467,INST0427,0.25,derivative
2024-11-14 19:13:00,INST0413,INST0144,17.1,payment
2024-11-14 06:17:00,INST0392,INST0430,7.53,derivative
2024-11-14 22:56:00,INST0466,INST0485,3.04,derivative
2024-11-14 15:51:00,INST0353,INST0201,5.32,collateral
2024-11-14 11:14:00,INST0405,INST0307,16.47,settlement
2024-11-14 12:10:00,INST0318,INST0364,42.67,collateral
2024-11-14 09:09:00,INST0410,INST0054,6.35,collateral
2024-11-14 04:53:00,INST0361,INST0412,1.37,repo
2024-11-14 16:34:00,INST0212,INST0233,4.95,payment
2024-11-14 13:47:00,INST0309,INST0424,16.77,settlement
2024-11-14 06:27:00,INST0245,INST0032,9.98,payment
2024-11-14 13:24:00,INST0034,INST0299,2.42,payment
2024-11-14 04:07:00,INST0225,INST0113,157.57,settlement
2024-11-14 20:49:00,INST0360,INST0378,1.05,repo
2024-11-14 18:17:00,INST0468,INST0230,3.22,collateral
2024-11-14 08:31:00,INST0416,INST0035,72.96,collateral
2024-11-14 00:49:00,INST0246,INST0378,94.15,settlement
2024-11-14 07:28:00,INST0144,INST0175,5.83,settlement
2024-11-14 18:50:00,INST0375,INST0403,2.59,repo
2024-11-14 03:44:00,INST0486,INST0234,11.91,derivative
2024-11-14 12:09:00,INST0223,INST0071,12.47,repo
2024-11-14 07:36:00,INST0406,INST0417,9.94,collateral
2024-11-14 12:14:00,INST0210,INST0338,23.43,payment
2024-11-14 05:13:00,INST0239,INST0302,46.15,derivative
2024-11-14 18:56:00,INST0363,INST0111,0.88,derivative
2024-11-14 15:48:00,INST0040,INST0243,4.09,derivative
2024-11-14 13:14:00,INST0105,INST0341,8.21,collateral
2024-11-14 03:32:00,INST0319,INST0095,35.87,payment
2024-11-14 03:47:00,INST0487,INST0233,22.99,derivative
2024-11-14 20:55:00,INST0197,INST0073,13.91,repo
2024-11-14 14:14:00,INST0294,INST0270,3.29,repo
2024-11-14 01:22:00,INST0169,INST0379,15.74,payment
2024-11-14 14:13:00,INST0433,INST0352,0.99,derivative
2024-11-14 16:21:00,INST0400,INST0461,23.55,repo
2024-11-14 19:18:00,INST0413,INST0002,0.35,payment
2024-11-14 14:48:00,INST0230,INST0316,0.3,collateral
2024-11-14 05:37:00,INST0341,INST0391,1.45,derivative
2024-11-14 20:06:00,INST0120,INST0437,59.42,repo
2024-11-14 04:58:00,INST0199,INST0438,0.53,repo
2024-11-14 01:34:00,INST0375,INST0360,12.14,derivative
2024-11-14 18:25:00,INST0228,INST0294,0.84,settlement
2024-11-14 07:41:00,INST0277,INST0452,11.02,repo
2024-11-14 23:47:00,INST0413,INST0452,8.34,repo
2024-11-14 07:39:00,INST0251,INST0232,38.34,repo
2024-11-14 11:08:00,INST0193,INST0198,24.17,settlement
2024-11-14 00:01:00,INST0244,INST0123,1.64,repo
2024-11-14 11:23:00,INST0405,INST0411,19.45,repo
2024-11-14 20:35:00,INST0006,INST0132,22.85,payment
2024-11-14 16:14:00,INST0142,INST0059,4.16,settlement
2024-11-14 01:06:00,INST0400,INST0257,35.56,derivative
2024-11-14 04:50:00,INST0034,INST0236,3.84,collateral
2024-11-14 00:51:00,INST0279,INST0331,0.92,settlement
2024-11-14 19:00:00,INST0458,INST0329,2.4,repo
2024-11-14 21:32:00,INST0255,INST0248,0.53,derivative
2024-11-14 03:58:00,INST0275,INST0349,26.71,repo
2024-11-14 13:45:00,INST0265,INST0090,6.0,collateral
2024-11-14 08:02:00,INST0036,INST0213,5.22,repo
2024-11-14 20:00:00,INST0455,INST0088,146.63,derivative
2024-11-14 00:09:00,INST0068,INST0456,1.64,derivative
2024-11-14 21:19:00,INST0088,INST0464,16.45,settlement
2024-11-14 13:05:00,INST0151,INST0431,9.15,repo
2024-11-14 10:05:00,INST0498,INST0357,17.86,repo
2024-11-14 17:27:00,INST0243,INST0358,24.91,collateral
2024-11-14 12:22:00,INST0204,INST0210,1.18,settlement
2024-11-14 09:58:00,INST0499,INST0255,6.2,payment
2024-11-14 06:12:00,INST0112,INST0279,2.1,derivative
2024-11-14 06:43:00,INST0387,INST0293,21.33,settlement
2024-11-14 00:39:00,INST0374,INST0268,2.78,collateral
2024-11-14 05:49:00,INST0296,INST0365,57.77,payment
2024-11-14 02:29:00,INST0203,INST0456,1.88,derivative
2024-11-14 18:35:00,INST0208,INST0393,9.53,collateral
2024-11-14 09:10:00,INST0188,INST0230,22.68,repo
2024-11-14 18:35:00,INST0228,INST0108,8.04,collateral
2024-11-14 21:43:00,INST0489,INST0135,4.54,payment
2024-11-14 00:46:00,INST0349,INST0456,9.38,repo
2024-11-14 09:29:00,INST0417,INST0476,0.79,collateral
2024-11-14 04:27:00,INST0080,INST0025,36.16,derivative
2024-11-14 22:20:00,INST0138,INST0435,18.75,repo
2024-11-14 13:29:00,INST0413,INST0073,0.51,derivative
2024-11-14 15:07:00,INST0368,INST0305,0.85,collateral
2024-11-14 22:27:00,INST0257,INST0310,2.61,payment
2024-11-14 15:14:00,INST0210,INST0277,28.21,payment
2024-11-14 23:02:00,INST0451,INST0366,3.45,payment
2024-11-14 14:36:00,INST0015,INST0474,2.04,payment
2024-11-14 12:42:00,INST0242,INST0241,15.85,repo
2024-11-14 05:00:00,INST0024,INST0027,48.8,settlement
